Keel	Murre	Murrak	Küla	Aasta	Isik	Vanus	Sugu	Kood	Kontekst
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ ki’zzən sie naiz kä’dst , kus sie vi̮t́īm līb pānda .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ kītən eńt́š naiz pǟl : ” alā sinā nēd́i sie , ne ā’t ibīz+sitād , un kå̄’ĺ täm’ kä’dst ki’zzə , kui je̮n’nə täm’mən um’ ka joudə . ”
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ kītən , ku ta iĺ’ sie midāgist äb bǟ’d [ mur’t ] .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ lǟ’nd sie mēldar jū’r un ri̮kāndən , laz vi̮tāg tǟnda pa sigād+paintəks .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ nǟnd , ku kurē um’ brou’tšən un täm’ nai um’ ve̮nd kurēn kilgs , un ta lekš pits rⁱek+ai’gə tagān .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ nǟnd , ku kurē um’ vīnd ī’dəz tu’bbə un kli̮kšən sie uks vi’zzə .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ silāstən tǟnda un ni ta = m’ lindən je̮’ds+pēd́ən .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ tegīž pu’ggən å̄’i tagān .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ tei’ž ouŕən .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = m’ uońdžəl eńt́š lä’b tiend vāldiń .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta neiz ī’d piškīz tubā un ni tämā lekš sīńə sil’lə un sǟ’l ve̮ĺ’ ikš vanā nai .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta = pu’ggən siest vi̮t́īm+oukstə si’zzəl .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta tei sie tubā vāldiń .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta ti’eb kå̄zgińi un ni ne ā’t ne kå̄zgənd no+juonəd .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta täm’mən opātiz : ” min’nən līb pun’ni lāŋga+tutkām sūsə , e’žməst ki̮rdə ma līb ji̮vās kä’ds un se sidāmi kurās kä’ds un se vańīmi līb sidāmtə ; un tuoista ki̮rdə vańīmi līb ji̮vās kä’ds , minā līb sidāmtə un se sidāmi līb kurās kä’ds ; un kᵘolmənt ki̮rdə minā līb kurās kä’ds un sidāmi līb sidāmtə un se vańīmi līb ji̮vās kä’ds . ”
liivi	idaliivi		Irē?					Set_Sat_30	ni ta ve̮nd .
liivi	idaliivi		Irē?					Set_Sat_30	ni ta äb uo kuskist så̄nd a’bbə .
liivi	idaliivi		Irē?					Set_Sat_30	ni tämā lekš .
liivi	idaliivi		Irē?					Set_Sat_30	ni tämā lekš kaitsəm nēd́i si’gd́i .
liivi	idaliivi		Irē?					Set_Sat_30	ni tämā neiz , ku ne kᵘolm kēńig+tidārtə tuĺ’tə pⁱe’zzəm .
liivi	idaliivi		Irē?					Set_Sat_30	ni tämā um’ kītən , koks ta līnd ī’dəks ki̮rdə jo knaš äb ku se tsǟ’rəm un ni ta = m’ ve̮nd .
liivi	idaliivi		Irē?					Set_Sat_30	ni tämā um’ vi̮ttən eńt́š vālda kēvən ( pro kēv ? ) un ra’d́ĺən pǟ jūst je̮rā un siz tämā um’ iz+ja’ggən sie ve̮zā je̮rā ; ne raigād tämā um’ andən okšən un ne suold tämā um’ andən siprikizən un ne täw’d ta = m’ andən tsǟ’rmən .
liivi	idaliivi		Irē?					Set_Sat_30	ni um’ se pe̮is irgən lǟ’də tegīž .
liivi	idaliivi		Irē?					Set_Sat_30	ni ve̮ĺ’ kurē pagalām .
liivi	idaliivi		Irē?					Set_Sat_30	no , un se kēńig um’ kutsən eńt́š kᵘolm tidārtə un irgən pānda täm’mən tǟnda ta’bbəm .
liivi	idaliivi		Irē?					Set_Sat_30	se nai kītiz , ku näntən um’ ve̮nd ikš sūr nīn un se um’ kurēstə ap+sǟ’stəd un se = m’ må̄n+alā vai’jən un kis sie vi̮ib vāldiń no+kli̮kšə , siz ta nūzəb må̄ pǟl iĺ’zə .
liivi	idaliivi		Irē?					Set_Sat_30	sǟ’l ve̮ĺ’ sūr vi̮t́īm sizāl , mis mit+ikš āinagi rištīŋg äb uo vi̮ind no+nustə .
liivi	idaliivi		Irē?					Set_Sat_30	tä = m’ nǟnd ī’d rištīŋg kǟ’m , un ni umāt kītənd , ku midāgid äb uo , laz set iegə ma’ggəm .
liivi	idaliivi		Irē?					Set_Sat_30	un ni = m’ ve̮nd ī̮’dəg un ni ne umāt lǟ’nəd ma’ggəm .
liivi	idaliivi		Irē?					Set_Sat_30	un ni se kēńig+tidār um’ vīnd eńt́š mi’e amād tubād kout́ə .
liivi	idaliivi		Irē?					Set_Sat_30	un ni se okš um’ kītən , laz ta vi̮tāg ī’d kå̄ra täm’st , un siz ta līb ī’dəks ki̮rd jo ve’ggi äb ku tämā , ku täm’mən līb nuot+āiga , siz laz ta pi’e+mǟ’dləg .
liivi	idaliivi		Irē?					Set_Sat_30	un ni ta = m’ no+ta’bbən je̮gā ki̮rd .
liivi	idaliivi		Irē?					Set_Sat_30	un ni ta vi̮ttən sie vi̮t́īm un lǟnd kli̮kšən nēd́i vǟ’ridi vāldiń .
liivi	idaliivi		Irē?					Set_Sat_30	un ni tämā lekš tā’giž sie vanā naiž ‿ jū’r un kizīz täm’ kä’dst , mis se pa brīnum um’ , ku tämā nǟnd ī’d sūr knaš nīnə un immər sie nīnə vaĺĺ um’ rou’ pǟdkəks ap+pistəd .
liivi	idaliivi		Irē?					Set_Sat_30	un ni tämā ve̮ĺ’ miŋgist pǟvad sǟ’l un ni tämā lekš is+kǟ’mə tegīž un ni tämā neiz ī’d sūr nīn un immər [ immär ] sie nīn ve̮ĺ’ ikš sūr vaĺĺ un sie vaĺĺən ve̮ĺ’ ap+pistəd amā immər rou’ pǟdkəks .
liivi	idaliivi		Irē?					Set_Sat_30	un se sipriki um’ kītən , laz kīskəg täm’mən ī’d tagīž ‿ jālga , un siz ta līb ī’dəks ki̮rdə jo piški äb ku tämā , ku täm’mən līb nuot+āiga , laz ta siz pi’e+mǟ’dləg .
liivi	idaliivi		Irē?					Set_Sat_30	un se tsǟ’rəm um’ kītən , laz ta kīskəg täm’stə ī’d kå̄ra , un siz t līb ī’dəks ki̮rdə jo knaš ku tämā , laz ta pi’e+mǟ’dləg , ku täm’mən līb nuot+āiga .
liivi	idaliivi		Irē?					Set_Sat_30	un sǟ’l um’ ve̮nd ikš mēldar un sien um’ ve̮nd āndaməst je̮gā siemiz pǟl ī’d ve̮ŕ’kiz .
liivi	idaliivi		Irē?					Set_Sat-31	bet ni se tidār tå̄’ž kaŕītəd sizālt ulzə astə , bet okš iz vēĺ .
liivi	idaliivi		Irē?					Set_Sat-31	bet pⁱer’rə tämā ve̮ĺ’ så̄nd kūltə , ku tämā äb uo ve̮nd sīli .
liivi	idaliivi		Irē?					Set_Sat-31	bet se jå̄ń vⁱe’d+pēĺi kītiz : ” nei’ äb lī , kui sinā mi̮tləd ! ” nei’ kurē kītiz laz [ pū’gəg  > ] pu’ggəg plat́šə .
liivi	idaliivi		Irē?					Set_Sat-31	ī’dəks pǟdə je̮rā .
liivi	idaliivi		Irē?					Set_Sat-31	ī’dən ve̮ĺ’ kēńig nuoŕimi tidār pa brūt́əks un tᵘoizən ve̮ĺ’ sidāmi tidār pa brūt́əks .
liivi	idaliivi		Irē?					Set_Sat-31	ikš+ki̮rd a’dt ve̮nnəd kakš veĺ’ĺə , jå̄ń vⁱe’d+al’li un jå̄ń vⁱe’d+pēĺi .
liivi	idaliivi		Irē?					Set_Sat-31	jå̄ń kītiz : ” [ pū’g  > ] pu’g sinā je’ds ! ”
liivi	idaliivi		Irē?					Set_Sat-31	jå̄ń lekš kᵘodāi vanā naiz jū’r un pań’ ma’ggəm .
liivi	idaliivi		Irē?					Set_Sat-31	jå̄ń pū’giz kuldə un siz ne sadīst ku’bbə tapləm .
liivi	idaliivi		Irē?					Set_Sat-31	jå̄ń vⁱe’d+pēĺi kītiz : ” [ pū’g  > ] pu’g je’ds ! ”
liivi	idaliivi		Irē?					Set_Sat-31	Jå̄ń vⁱe’d+pēĺi lǟ’b pits sūrdə mi̮tsə .
liivi	idaliivi		Irē?					Set_Sat-31	jå̄ń viskīz kurē bikšəd vitsə så̄ńə vask si’zzəl .
liivi	idaliivi		Irē?					Set_Sat-31	Jå̄ń viskīz kurē riń[d]šti så̄ńⁱ vask si’zzəl un siz ra’d́ĺəz kurēn kūž pǟdə je̮rā .
liivi	idaliivi		Irē?					Set_Sat-31	kūlda sizālt il’zə .
liivi	idaliivi		Irē?					Set_Sat-31	kurē ka’ggl̥st så̄ńⁱ i̮’bdə si’zzəl un siz ra’d́ĺəz kurēn
liivi	idaliivi		Irē?					Set_Sat-31	kurē kītiz : ” [ pū’g  > ] pu’g platšə ! ”
liivi	idaliivi		Irē?					Set_Sat-31	kurē pū’giz vaskə [ vaškə ] , jå̄ń pū’giz i̮’bdə .
liivi	idaliivi		Irē?					Set_Sat-31	kurē viskīz jå̄ń puolast så̄ńⁱ i̮’bd́ə si’zzəl .
liivi	idaliivi		Irē?					Set_Sat-31	kurē viskīz jå̄ń rińšti så̄ńⁱ kūlda si’zzəl un jå̄ń viskīz
liivi	idaliivi		Irē?					Set_Sat-31	lou kītiz : ” alā sie mīnda je̮rā . ”
liivi	idaliivi		Irē?					Set_Sat-31	lou kītiz : ” alā tap mīnda , minā sin’nən āndab ve̮’zzə siedə un eńt́š puoga pa sulīzəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	lou kītiz : ” minā sin’nən āndab eńt́š puoga pa sulīzəks un ve̮’zzə siedə . ”
liivi	idaliivi		Irē?					Set_Sat-31	nei’ kēńig+tidār kītiz : ” alā akk sⁱedā lində , siz sinā līd tegīž nei’ kōgiń je̮rā ! ”
liivi	idaliivi		Irē?					Set_Sat-31	nei’ kēńig+tidār tuĺ’ täm’mən vastə un kītiz : ” kus sinā nei’ kōgiń uod ve̮nd ? ”
liivi	idaliivi		Irē?					Set_Sat-31	nei kurē pū’giz [ sūstə ] tin’nə [ ulzə ] un jå̄ń pū’giz vaskə .
liivi	idaliivi		Irē?					Set_Sat-31	nei’ tämā kītiz : ” kīskigid sie vanā naiz lå̄’igi ! ”
liivi	idaliivi		Irē?					Set_Sat-31	ni ne lekštā kēńig nīnə .
liivi	idaliivi		Irē?					Set_Sat-31	ni ne lekštā kēńig nīnə un jᵘoitə kå̄zgińi .
liivi	idaliivi		Irē?					Set_Sat-31	ni ne lekštā tu’bbə un ni jᵘoitə kå̄zgińi .
liivi	idaliivi		Irē?					Set_Sat-31	ni ne ve̮ĺ’tə kakš veĺ’ĺə ī’tə nä’ggə un ī’tist sul’list .
liivi	idaliivi		Irē?					Set_Sat-31	ni se+ī’ž kutšər vīž , kis nēd́i kå̄’tə tidārt vīž .
liivi	idaliivi		Irē?					Set_Sat-31	ni se neitst ei rānda pǟl paikəl un kutšər lekš veršt mi̮tsə .
liivi	idaliivi		Irē?					Set_Sat-31	ni tuĺ’ kurē mⁱe’rstə ne+ka sūr tōvaz kå̄’d+tᵘoistən pǟkəks
liivi	idaliivi		Irē?					Set_Sat-31	ni tämā lekš si’ezə eńt́š pilsǟtə , kus täm’ veĺ’ ve̮ĺ’ e’žməks ve̮nd .
liivi	idaliivi		Irē?					Set_Sat-31	ni tämā tuĺ’ pits sⁱedā rⁱekkə , kus täm’ veĺ’ ve̮ĺ’ tund .
liivi	idaliivi		Irē?					Set_Sat-31	ni täm’mən ve̮ĺ’tə nei’+ī’ž kᵘolm sulīstə , nei’ ne+ka täm’ veĺ’ĺən ve̮ĺ’tə .
liivi	idaliivi		Irē?					Set_Sat-31	no , ni täm’ veĺ’ tuĺ’ sīnə rⁱekūd+lå̄’gəm jū’rə un ni neiz ku täm’ veĺ’ĺən lǟ’b sliḱt́ə , sie sīlmad+å̄’rn tutkām ve̮ĺ’ mustā .
liivi	idaliivi		Irē?					Set_Sat-31	no , un ni se piški lind āndiz i̮’bdiz jōtaz un kītiz : ” sieks så̄b nänt je̮l’lə . ”
liivi	idaliivi		Irē?					Set_Sat-31	okš kītiz : ” alā sie , minā sin’nən āndab eńt́š puoga pa sulīzəks ” , un siz tämā vīž eńt́š på̄’dəz .
liivi	idaliivi		Irē?					Set_Sat-31	okš på̄liz tǟnda : ” alā sie mīnda je̮rā , tul’ min på̄’dəz , minā sin’nən āndab mⁱetā siedə un eńt́š puoga pa sulīzəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	se iz vēĺ sⁱedā lində akkə .
liivi	idaliivi		Irē?					Set_Sat-31	se+ī’ž kutšər vīž sⁱedā kēńig+tidārt , kis e’ggĺ̥ vīž .
liivi	idaliivi		Irē?					Set_Sat-31	se jå̄ń kītiz : ” kīt min’nən ka , ku tämā vīb ! ”
liivi	idaliivi		Irē?					Set_Sat-31	se jå̄ń vⁱe’d+pēĺi kītiz : ” nei’ äb lī , kui sinā mi̮tləd . ”
liivi	idaliivi		Irē?					Set_Sat-31	se neitst kītiz : ” brou’tš min’nən īńə ! ”
liivi	idaliivi		Irē?					Set_Sat-31	se pe̮is iz tå̄’ brou’tšə .
liivi	idaliivi		Irē?					Set_Sat-31	se vanā nai kītiz täm’mən ku : ” täm’pə kēzarən eńt́š sidāmiz tidār um’ vīməst kurēn pa tsepītəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	se vanā nai kītiz täm’mən : ” täm’ uońdžəl kēzarən um’ vīməst eńt́š nuoŕimiz tidār kurēn pa tsepītəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	se vīž tǟnda rānda pǟl un je̮tīz täm’ sīn paikəl un ī’ž ai’liz kᵘolm veŕštə [ verstə ] mi̮tsə .
liivi	idaliivi		Irē?					Set_Sat-31	siz je̮mā um’ nänt så̄tən passouĺ kout́ə un ne a’dt lǟ’nəd rⁱekūd+lå̄’gəm .
liivi	idaliivi		Irē?					Set_Sat-31	siz kēńig+tidār vīž tǟnda nīnə un kītiz : ” lǟ’m kå̄zgińi juomə . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz kurē kītiz : ” [ pū’g  > ] pu’g platšə ! ”
liivi	idaliivi		Irē?					Set_Sat-31	siz kurē pū’giz i̮’bdə .
liivi	idaliivi		Irē?					Set_Sat-31	siz kurē tuĺ’ mⁱe’rstə kūd pǟkəks ulzə un tuĺ’ sie neitstən jū’rə un kītiz : ” sinā min’nən bruokstəks un se kis jūsə pī’ləb piškīz bruokstəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz ne lekštā amād kēńig nīnə un sǟ’l jᵘoitə kå̄zgińi .
liivi	idaliivi		Irē?					Set_Sat-31	siz ne sul’list eitə amād pa kiw’kəks un siz se nai rabīz jå̄ńən ka , un siz jå̄ń ka ei pa kiw’kəks .
liivi	idaliivi		Irē?					Set_Sat-31	siz okš āndiz täm’mən mⁱetā siedə un eńt́š puoga pa sulīzəks un siz tämā lekš jo kōgaz .
liivi	idaliivi		Irē?					Set_Sat-31	siz se kēńig+tidār kītiz eńt́š mi’en , ku täm’ veĺ’ ve̮ĺ’ ma’ggən täm’ jū’s , bet på̄ĺaz mī̮k ve̮ĺ’ va’il ve̮nd .
liivi	idaliivi		Irē?					Set_Sat-31	siz se lind lekš piškīzə tu’bbə un jå̄ń ‿ ĺekš tagān .
liivi	idaliivi		Irē?					Set_Sat-31	siz se neitst tå̄’ž jå̄ńə īńə kēzar jū’r , bet jå̄ń iz lǟ’ .
liivi	idaliivi		Irē?					Set_Sat-31	siz se vanā nai kītiz : ” vēĺ eńt́š sul’listən ra’bbə sie roudiz joutəks , siz minā āndab sin’nən sie lind . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz ta kītiz : ” ma tapāb sīnda må̄’ . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz ta kītiz : ” ma tapāb sin må̄’ . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz tuĺ’ kurē mⁱe’rstə ulzə ne+ka sūr tōvaz un tuĺ’ sie kēńig frintsessən jū’rə un kītiz : ” sinā min’nən bruokstəks , un se kis jūsə pī’ləb piškīz bruokstəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz tuĺ’ piški knaš lind un līndiz sǟ’l tubā kout́ un se jå̄ń tå̄’ž akkə tǟnda vi’zzə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tuĺ’ täm’ izānd un siz okš tuĺ’ luštīgəl täm’mən vastə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā āndiz entš ī’d sulīz pa kutšərəks īńə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā brou’tšəz kēńig nīnə jū’r .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā iz mue̮šta mittə midāgist kītə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā iz sie .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā ka tå̄’b nǟ’də kui kurē sieb sⁱedā kēńig+tidārtə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā kizīz , mis pa vigā um’ .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā kizīz : ” mis täm’ uońdžəl um’ pa vigā ? ”
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā kizīz sie vanā naiz kä’dst : ” ānda min’nən sie piškīz lind ! ”
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā lekš ī’də pilsǟtə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā lekš tegīž jo kōgaz .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā neiz ku kēńig+tidār sai vīdəd rānda pǟl .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā neiz ku krupā vⁱedīz eńt́š tᵘoiz krupā jou’g+ai’gə vⁱe’d si’zzəl .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā neiz ku ve̮ĺ’tə trū+flagād il’lə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā pań’ ma’ggəm .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā pūtiz louvən vastə un siz tämā kītiz : ” minā sieb sīnda je̮rā . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā pūtiz su’ddən vastə .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā ra’d́ĺəz kurēn kᵘolm pǟdə je̮rā .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā vēĺəz ra’bbə un siz tämā rabīz .
liivi	idaliivi		Irē?					Set_Sat-31	siz tämā vīž eńt́š veĺ’ ka sīńə jou’g+ai’gə un tei täm’ tⁱerrəks .
liivi	idaliivi		Irē?					Set_Sat-31	siz täm’mən ikš vanā nai kītiz : ” uońdžəl kēzarən līb vīməst eńt́š tidār kurēn pa bruokstəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	siz täm’mən pūtiz lou vastə .
liivi	idaliivi		Irē?					Set_Sat-31	siz täm’mən pūtiz sui’ž vastə .
liivi	idaliivi		Irē?					Set_Sat-31	siz täm’ ve̮ĺ’ sai ki̮zīzəks un tapīz täm’ må̄’ .
liivi	idaliivi		Irē?					Set_Sat-31	siz täm’ ve̮ĺ’ zǟl nei’ ku tämā ve̮ĺ’ eńt́š veĺ’ må̄’ tappən .
liivi	idaliivi		Irē?					Set_Sat-31	sui’ž kītiz : ” alā sie mīnda je̮rā , minā sin’nən āndab ve̮’zzə un eńt́š puoga pa sulīzəks . ”
liivi	idaliivi		Irē?					Set_Sat-31	sui’ž kītiz : ” alā tappə ! ”
liivi	idaliivi		Irē?					Set_Sat-31	sui’ž vīž eńt́š på̄’dəz un āndiz täm’mən ve̮’zzə siedə un eńt́š puoga pa sulīzəks .
liivi	idaliivi		Irē?					Set_Sat-31	sǟ’l tubās ve̮ĺ’ ikš vanā nai .
liivi	idaliivi		Irē?					Set_Sat-31	sǟ’l ve̮ĺ’tə trū-flagād il’lə .
liivi	idaliivi		Irē?					Set_Sat-31	ta āndiz okš pa kutšərəks .
